,title,startYear,runtimeMinutes,genres,actor_or_actress,director,producer,averageRating,numVotes,adult,backdrop_path,original_language,overview,poster_path,production_countries,release_date,production_companies_name
2431,Drishyam 2,2022,140.0,"Crime,Drama,Mystery",,"Abhishek Pathak (1987, \N)",,8.2,48704,False,/b0omVIe88I2gPIPmX87VYScMsx5.jpg,hi,"7 years after the case related to Vijay Salgaonkar and his family was closed, a series of unexpected events bring truth to light that threatens to change everything for the Salgaonkars. Can Vijay save his family this time?",/wk8Vu0DI0MiNLaXXiVqAwjLRKL5.jpg,['IN'],2022-11-18,"['Viacom18 Studios', 'Panorama Studios', 'T-Series', 'Aashirvad Cinemas']"
2432,India Untouched: Stories of a People Apart,2007,108.0,Documentary,,"Stalin Kurup (\N, \N)",,9.1,238,False,,en,"This documentary is the most comprehensive look at the ""untouchables"" in India. Motivated by ancient religious edicts, no amount of governmental encouragement has been able to stem the tragic custom that separates human beings according to their birth. Those considered untouchable suffer more than isolation, they are forced to fulfill menial tasks in their communities, drink from separate containers, remove their shoes on the street as a sign of respect and perform or exhibit many other outward signs of their perceived inferiority. While the media projects a positive image of a democratic India, filmmaker Stalin Kurup spends four years traveling the country to expose the continued oppression of the Dalits, ""the broken people,"" in a wide variety of communities, including Sikhs, Christians and Muslims.",/7KqxTlkM8HLLsDHPgmTR1vVXIcy.jpg,['IN'],2007-04-14,"['Drishti Media, Arts & Human Rights', 'Navsarjan Trust']"
2433,Warning,2021,124.0,Action,"Harry Bhinder (\N, \N)","Amar Hundal (\N, \N), Mahinder Singh (\N, \N)",,8.1,1282,False,/8YxSCeYhlwAgCqfJOGzqpcg4JEP.jpg,pa,"Set in India, Action Movie Warning is about the story of multiple people that are gangsters and wanting revenge, written and produced by Gippy Grewal, by Humble Motion Pictures, Starring: Gippy Grewal, Prince Kanwaljit, and Dheeraj Kumar.",/d0iPHGvzEIvoiTkBVVMWOuMGarH.jpg,[],2021-11-19,[]
2434,Vinodhaya Sitham,2021,97.0,"Comedy,Drama","Sheriina Sam (1991, \N)","Samuthirakani (1973, \N)",,8.0,2263,False,/2ZsdaY6ARceZtLKZDx0j4wMVM6I.jpg,ta,"A 50-something man, who dies following an accident, gets a chance to fulfil his wishes when Time lets him have 90 more days to live.",/hAXVMUfrTM9nk8aoEGFq3CDOr7q.jpg,['IN'],2021-10-13,[]
2435,Jivan Sandhya,2021,139.0,"Drama,Family",,"Deepak Prabhakar Mandade (\N, \N)","Ashok Motilal Katariya (\N, \N), Asha Ashok Katariya (\N, \N), Ashish Ashok Kataria (\N, \N), Radheya Malpani (\N, \N)",8.3,303,False,,mr,Jivan Sandhya is a emotional journey that explores the life of two widowed people who find love in their 60's and get married against their family's wishes.,/cuRDau8ObpmI8KXW7lKv8rIre7b.jpg,[],2021-11-09,[]
2436,Mukundan Unni Associates,2022,128.0,"Comedy,Crime,Drama",,"Abhinav Sunder Nayak (\N, \N)","Ajith Joy (\N, \N)",7.9,6765,False,/uAvtEybweIYBWo59JQetsaznE20.jpg,ml,"Advocate Mukundan Unni wants to be successful and leaves no stone unturned to achieve growth, prosperity, and respect. But this steadfast nature aided with an ample dose of greed comes with a cost.",/7aEuV7eLbc0KXVBbtRZr1avWjSL.jpg,['IN'],2022-11-11,['Joy Movie Productions']
2437,Escouade d'élite: L'ennemi aux portes,2010,115.0,"Crime,Drama,Thriller","Pedro Van-Held (\N, \N)","José Padilha (1967, \N)",,8.0,89529,False,/jkkw7YyfWO1Vc0i6YFU1JQef8DV.jpg,pt,"After a bloody invasion of the BOPE in the High-Security Penitentiary Bangu 1 in Rio de Janeiro to control a rebellion of interns, the Lieutenant-Colonel Roberto Nascimento and the second in command Captain André Matias are accused by the Human Right Aids member Diogo Fraga of execution of prisoners. Matias is transferred to the corrupted Military Police and Nascimento is exonerated from the BOPE by the Governor.",/89nThdmRxWYqglPRtJt1kZjP6UE.jpg,['BR'],2010-10-08,"['Feijão Filmes', 'Zazen Produções', 'Globo Filmes', 'RioFilme']"
2438,Chabutro,2022,119.0,Drama,"Akash Pandya (\N, \N)","Harsh Hudda (\N, \N), Chanakya Patel (\N, \N), Prashant M (\N, \N)","Neha Rajora (\N, \N)",8.0,348,False,/cR46JqYd7n8clox6zuZm2tfV6lW.jpg,gu,"Viraj is living his dream life in the US but is forced to move back to Ahmedabad due to visa issues. During this time, he meets Nivedita, an architecture student, who is completely opposite to him. Now, Viraj must make a choice. Will he choose to go back or stay here?",/c3Y3h3rK4i185CwZNmielOuwlZ4.jpg,['IN'],2022-11-04,[]
2439,Maharashtra Shaheer,2023,150.0,Biography,"Yugesha Omkar (\N, \N), Sana Shinde (\N, \N), Akshay Tak (\N, \N), Shubhangi Sadavarte (\N, \N), Devdutta Dhone (\N, \N), Yohana Vachhani (\N, \N)","Kedar Shinde (1973, \N)","Bela Shinde (\N, \N), Sanjay Chhabria (\N, \N)",8.3,813,False,/czMUNIyZqhhiEJesDQ7PzEjBj7I.jpg,mr,"A biopic of Krishnarao Ganpatrav Sable, akka Shahir Sable.",/AdaBtChX0v8ZIdriMp8HankxJFD.jpg,['IN'],2023-04-28,[]
2440,Sila Nerangalil Sila Manidhargal,2022,139.0,Drama,"Abi Hassan (1997, \N), Kumar Abhishek (\N, \N)","Vishal Venkat (\N, \N)",,8.0,1155,False,/nVjOiZyeU1PFIoxTTsxO5oDlTFW.jpg,ta,"The lives of four people from different walks of life is affected by a disastrous road accident. The regret, remorse and realisation these characters undergo makes the crux of the film.",/7pfNGX10x08vDG4ERyRev3m8pSx.jpg,['IN'],2022-01-28,['AR entertainment']
2441,Milked,2021,90.0,Documentary,,"Amy Taylor (\N, \N)","Amy Taylor (\N, \N)",8.4,331,False,/yDjvak6gt3Ru5fK9RKmWsZNsg70.jpg,en,"A young activist goes deep into dairy land where he takes on the giants of New Zealand's most powerful industry, and reveals how the sacred cash-cow industry has been milked dry. His journey exposes not only the sustainability crisis and the dangerous denial of impending agricultural disruption, but also what New Zealand and other countries can do to change their fate.",/byBf49Wtc6IEYBuMk4ljDLEAB1L.jpg,['NZ'],2021-11-07,['Ahimsa Films']
2442,Haami 2,2022,140.0,"Comedy,Drama","Somak Ghosh (1989, \N), Haranath Chakraborty (\N, \N)","Shiboprosad Mukherjee (1974, \N), Nandita Roy (1955, \N)",,7.8,1129,False,/kCA3EAvn7G0jE0f5EXwcZBxgNl2.jpg,bn,"In the world of Haami, there's no anger, rivalry, talking bad, feeling low; there's only joy uninterrupted. The sequel focuses on reality television shows which often create undue pressure on children.",/ovmIrYJoZihBXc0gUB2qNW1iiZb.jpg,['IN'],2022-12-15,['Windows Production House']
2443,Freedom Riders,2010,117.0,"Documentary,History",,"Stanley Nelson (1955, \N)","Laurens Grant (\N, \N)",8.0,442,False,/haCfTcUZ8AaUsnsDZp1QWVtYGsH.jpg,en,"This is the story of more than four hundred Americans who participated in a bold and dangerous experiment designed to awaken the conscience of a complacent nation. These self-proclaimed, 'Freedom Riders' challenged the mores of a racially segregated society by performing a disarmingly simple act.",/b6MTyQjeEkI30luuW438dixCqSL.jpg,['US'],2010-02-01,['American Experience Films']
2444,Russian Lessons,2010,110.0,Documentary,,"Olga Konskaya (1964, 2009), Andrey Nekrasov (1958, \N)",,7.8,202,False,,ru,"Russian Lessons sees its two filmmaker-protagonists, Olga Konskaya and Andrei Nekrasov, report from different posts on the frontline of the 2008 Russian-Georgian war.",,"['GE', 'NO', 'RU']",2010-07-24,"['Dreamscanner', 'Piraya Film']"
2445,Chosin,2010,86.0,"Documentary,History,War",,"Brian Iglesias (\N, \N)","Anton Sattler (\N, \N)",8.4,283,False,,en,"At the height of the Korean War, 15,000 U.S. troops were trapped and outnumbered 10-to-1. In a harrowing battle, these soldiers fought 78-miles to freedom and saved the lives of 98,000 refugees. After 60 years of silence, the survivors of the Chosin Reservoir Campaign of the Korean War take us on an emotional and heart-pounding journey through one of the most savage battles in American history.",/j3JyEZiJ3YqRvJkOnjR6FIm4POD.jpg,['US'],2010-09-10,"['Veterans', 'Post Factory Films']"
2446,Yinyue rensheng KJ,2009,90.0,Documentary,,"King-Wai Cheung (\N, \N)",,7.8,173,False,,cn,"KJ is a biography of a HK musical genius. At the age of 11, KJ won the Best Pianist price and went to Czech to perform with a professional orchestra. Touching on subjects such as the meaning of life, God and the artistic process, the director’s 6-year-conversations with KJ reveal how a young man inspires by his music teacher, Nancy Loo and how he conflicts with his peers and parents. KJ is not about the victory of a genius, but how he learns to be a ""human being"".",/yvIKI4tXJadUnfoveWxW1kwPnSj.jpg,['HK'],2009-04-03,[]
2447,On ne vit qu'une seule fois,2011,155.0,"Comedy,Drama,Musical",,"Zoya Akhtar (1972, \N)",,8.2,90417,False,/z4k7b66jAHP8sQbEahxss6Ct8BW.jpg,hi,"Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",/hKO9O715wYxjkQSEv47giCYcyO8.jpg,"['IN', 'ES']",2011-07-15,"['UTV Motion Pictures', 'Excel Entertainment', 'Eros International', 'Kanzaman Productions']"
2448,Turquoise Rose,2007,94.0,Drama,"Donavon G. Barney (\N, \N), Ethel Begay (\N, \N), John Boomer (\N, \N), Vincent Craig (\N, \N), Regis Dodson (\N, \N), Renéé Brown (\N, \N), Jane Brown (\N, \N), Warren Brown (\N, \N)","Travis Holt Hamilton (\N, \N)",,7.8,105,False,,en,A coming age film of a Navajo girl.,,['US'],2007-06-28,['Holt Hamilton Productions']
2449,No Distance Left to Run,2010,104.0,"Biography,Documentary,Music",,"Dylan Southern (\N, \N), Will Lovelace (\N, \N)",,7.9,1406,False,,en,"A documentary film about the British rock band Blur. Following the band during their 2009 reunion and tour, the film also includes unseen archive footage and interviews.",/5YbMTw0Nwp3Wf1CF6uQsJH6ig71.jpg,['GB'],2010-01-14,['Parlophone']
2450,Nenu Leni Naa Premakatha,2021,123.0,Drama,"Shiva Alapati (\N, \N)","Suresh Utharadi (\N, \N)","Kandukuri Kalyan Chakravarthy (\N, \N), Bhaskar Rao Annadata (\N, \N)",8.0,1603,False,/jHW5kVWQdCLX0os9gzkBfHKHUdG.jpg,te,"Love can be timeless and boundless. Story revolves around a true love blossoming between 2 sweet adorable persons belonging from two different timelines (1983 and 2020), a HAM Radio acting as fate connecting them to fulfill their destiny.",/34HICi5xY46thsrLzJQCcakIEWC.jpg,[],2021-10-08,[]
2451,Most Valuable Players,2010,96.0,"Comedy,Documentary,Drama",,"Matthew D. Kallis (\N, \N)","Matthew D. Kallis (\N, \N), Christopher Lockhart (\N, \N)",7.9,119,False,,en,"Documentary about the Freddy Awards, similar to Broadway's Tony Awards, that gives high school musical theater geeks one night of the year to shine in a Pennsylvania town that devotes all its resources to high school sports.",,['US'],2009-08-06,[]
2452,Son Bulusma,2008,90.0,"Documentary,History,War",,"Nesli Çölgeçen (1955, \N)","Nesli Çölgeçen (1955, \N)",8.7,329,False,,tr,,,[],2008-11-13,[]
2453,Millénium: Les hommes qui n'aimaient pas les femmes,2011,158.0,"Crime,Drama,Mystery",,"David Fincher (1962, \N)",,7.8,513605,False,/hffS9IjEmP3ab1N7WHWNG8zBu2t.jpg,en,"This English-language adaptation of the Swedish novel by Stieg Larsson follows a disgraced journalist, Mikael Blomkvist, as he investigates the disappearance of a weary patriarch's niece from 40 years ago. He is aided by the pierced, tattooed, punk computer hacker named Lisbeth Salander. As they work together in the investigation, Blomkvist and Salander uncover immense corruption beyond anything they have ever imagined.",/zqDopwg7XQ4IfFX2dRlQCT1SwMG.jpg,"['US', 'NO', 'SE']",2011-12-14,"['Ground Control', 'Columbia Pictures', 'Scott Rudin Productions', 'Film Rites', 'Metro-Goldwyn-Mayer', 'Yellow Bird']"
2454,Céline - Aqutour du monde,2010,120.0,"Documentary,Music",,"Stéphane Laporte (\N, \N)",,7.8,429,False,/j8OUo2gF49U0MnmgFvXU1zzIDcT.jpg,en,"A documentary–concert film chronicling the life of Canadian singer, Celine Dion during her 2008–2009 Taking Chances World Tour.",/9F9XhXGbJD8s3N2uYyv9Qmmv8Cr.jpg,['CA'],2010-02-17,[]
2455,Kolkata Chalantika,2022,120.0,Drama,"Kiran Dutta (\N, \N), Satabdi Chakraborty (\N, \N)","Pavel (\N, \N)","Shatadru Chakraborty (\N, \N)",8.4,958,False,,bn,"Vivekananda flyover collapses on a crowded Posta street, pinning under it auto rickshaws, minibuses, pedestrians, traffic constables.",/vljlnrAOGNOUasngnOo0r5s8a77.jpg,['IN'],2022-08-25,[]
2456,Carole King & James Taylor: Just Call Out My Name,2022,90.0,"Documentary,Music",,"Frank Marshall (1946, \N)","Aly Parker (\N, \N)",8.0,196,False,/uzJ7WZrE1yWb7poTOXCtB3glDqk.jpg,en,"Explore the 50-year friendship between award-winning singer/songwriters James Taylor and Carole King. The duo famously performed at Los Angeles’s Troubadour in 1970, and in 2010 made a triumphant return performance.",/lJRpdHb6UdhMk4BssKbJDJIbLbU.jpg,['US'],2022-01-02,['The Kennedy/Marshall Company']
2457,Suzumiya Haruhi no shôshitsu,2010,162.0,"Animation,Drama,Mystery",,"Kazuya Sakamoto (\N, \N), Yasuhiro Takemoto (1972, 2019), Tatsuya Ishihara (1966, \N), Naoko Yamada (1984, \N), Noriyuki Kitanohara (\N, \N), Mitsuyoshi Yoneda (\N, \N), Hiroko Utsumi (\N, \N), Noriko Takao (\N, \N)",,8.0,8448,False,/pEKXbmg1VuIFlah2I5TcDFwbdgm.jpg,ja,"It is mid-december, and SOS Brigade chief Haruhi Suzumiya announces that the Brigade is going to hold a Christmas party in their clubroom, with Japanese hotpot for dinner. The brigade members Kyon, Yuki Nagato, Mikuru Asahina and Itsuki Koizumi start preparing everything for the party, such as costumes and decorations. But a couple of days later, Kyon arrives at school only to find that Haruhi is missing. Not only that, but Mikuru claims she has never known Kyon before, Koizumi is also missing, and Yuki has become the sole member of the literature club. The SOS Brigade seems to have never existed, nor has Haruhi Suzumiya. No one in the school has ever heard about her… except for Kyon.",/x52WmUnfpB2AB0YUNGWJZaRzcBx.jpg,['JP'],2010-02-05,"['Kyoto Animation', 'Lantis', 'Kadokawa Shoten', 'KADOKAWA', 'THE KLOCKWORX']"
2458,Arshin mal alan,1965,88.0,"Comedy,Musical,Romance",,"Tofig Taghizade (1919, 1998)",,8.0,284,False,/c9eTNkJekGR0flU7sbWrLcSCPKa.jpg,az,"Set in Baku at the turn of the 20th century, a young successful businessman Asgar wishes to marry. He wants his bride to be the choice of his heart, however, Azerbaijani tradition restricted him from communicating with the lady as a lover before marriage. So Asgar decides to disguise himself as a mere cloth peddler and the young woman Gulchohra falls in love with him.",/pcWPIKo6bzyYBgnyd0DZCiTN1Aw.jpg,['SU'],1965-02-01,['Azerbaijanfilm']
2459,Blue Giant,2023,120.0,"Animation,Drama,Music","Junya Abe (\N, \N), Ryosuke Higa (\N, \N)","Yuzuru Tachikawa (1981, \N)","Eri Isobe (\N, \N), Mikito Bizenjima (\N, \N)",7.9,2951,False,/5Oah6ZrsggDrtWRPaf6ThqneCgN.jpg,ja,"Dai Miyamoto, a student with a taste for basketball, changes his life the first time he sees a live jazz performance. The incredible music strikes a chord deep inside him, and he immediately decides to dedicate himself to the saxophone. He has no skills, no formal training, and no idea what he's up against, but his obsession drives him to play that instrument day after day. Will passion be enough to become the player of his dreams?",/pGArnUKM1Ka9AR89bilwTuJiYua.jpg,['JP'],2023-02-17,"['NUT', 'TOHO']"
2460,Ammo Okato Tariku,2000,,Family,,"E.V.V. Satyanarayana (1956, 2011)",,7.9,105,False,,te,A middle class man fights with various financial troubles due to overpopulated family resolves them by resolving family conflicts.,,['IN'],2000-10-20,['A.A. Art']
2461,In Search of Darkness: Part III,2022,341.0,"Documentary,History,Horror",,"David A. Weiner (\N, \N)","Robin Block (\N, \N), Michael S. Click (\N, \N)",7.9,913,False,/op7Xgp0sDbm7aTr9OkjD1pZiovY.jpg,en,"The epic conclusion to the In Search of Darkness trilogy. In this epic final chapter, our focus turns to the straight-to-video horror classics that populated the bottom shelves at the video rental store. Imaginative, gory, experimental - but always entertaining - these hidden gems are ripe for rediscovery.",/zNLGQLjCSyqq4PiaXEUz6IXLpkj.jpg,['US'],2022-11-25,['CreatorVC']
2462,Christmas with the Chosen: The Messengers,2021,123.0,Music,,"Dallas Jenkins (1975, \N), Ben Smallbone (\N, \N), Aaron Edson (\N, \N), David Liddell Thorpe (1983, \N), Jacob Schwarz (1985, \N), David Osmond (\N, \N)","Katherine Warnock (\N, \N), Matthew Siemers (\N, \N)",7.9,1018,False,/flL1IWMnMuush1SVYapkKvQCmCg.jpg,en,"A theatrical event combining a Christmas special episode of The Chosen titled, “The Messengers,” and a night of music and Christmas celebration with some of CCM’s biggest names.",/dMjZV5W0MT2XNRv0cnYIN3m9kmh.jpg,['US'],2021-12-01,['Angel Studios']
2463,Kick,2009,155.0,"Action,Comedy,Crime",,"Surender Reddy (1975, \N)",,7.9,6275,False,,te,"Kalyan is a kind of guy who prefers a life full of thrills than leading a regular life style. He seeks kick in whatever he does. He finds liking in Naina. They separate due to differences. Krishna is a young cop who is in lookout for a big ticket thief who happens to be Kalyan. Meanwhile, Naina agrees for an engagement with Krishna. The rest of the story is all about how Kalyan wins back his lady love and the real intent behind the robberies of Kalyan.",/lei28oUtPXyzGjkf6YKaIlAscAV.jpg,['IN'],2009-05-08,['R. R. Movie Makers']
2464,Kulche Chole,2022,126.0,"Comedy,Romance","Dilraj Grewal (\N, \N)","Simranjit Singh Hundal (\N, \N)","Rajinder Singh Sembhi (1997, \N)",8.1,390,False,,pa,Indian Punjabi-language romcom about an unemployed engineer who lands himself in trouble when he falls for the daughter of a millionaire and tells her that he owns a chain of restaurants.,/xlKRuhRsJq5Yvmukgb5wwu5Zy9M.jpg,['IN'],2022-11-11,['Saga Studios']
2465,Somewhere Between,2011,88.0,Documentary,,"Linda Goldstein Knowlton (\N, \N)",,7.8,451,False,,en,"Questions of race, identity and heritage are explored through the lives of young American women growing up as adoptees from China. These four distinct individuals reflect on their experiences as members of transracial families.",/bVz7wNpAzxsujOHaFYcZDdx7wLi.jpg,['US'],2012-08-24,[]
2466,Gamyam,2008,120.0,Drama,"Radha Krishna Jagarlamudi (1978, \N)","Radha Krishna Jagarlamudi (1978, \N)",,8.3,3776,False,/mC4N2A7qPemHNESEUB4maaxquDV.jpg,te,"Two guys, a thief and a rich man, meet in a journey that the latter starts to find love. On their way they find the destinies of their lives.",/xOnX16iyA6bI8YL9ryeKjYl4YVK.jpg,['IN'],2008-02-29,['First Frame Entertainment']
2467,Steam of Life - Ce qui fait suer les hommes...,2010,81.0,Documentary,,"Joonas Berghäll (\N, \N), Mika Hotakainen (\N, \N)",,7.8,2734,False,,fi,"Finnish men in sauna, speaking straight from the heart.",/e7h7G7p7teeMYAMX3YWO4FfwmEH.jpg,['FI'],2010-03-26,"['Röde Orm Film', 'Oktober']"
2468,Seguir siendo: Café Tacvba,2010,80.0,"Documentary,Music,Musical",,"Ernesto Contreras (\N, \N), J.M Cravioto (1981, \N)","Juan De Dios Balbi (\N, \N)",7.8,117,False,,es,"A rock band traveling many places of the world, and on planes, buses, in hotels and dressing rooms we discover the creative process that brings them together, their friendship, frustrations and the desire of still being a rock band, the most important rock band in Mexico, on the year that they celebrate 20 years of being Cafe Tacvba",/m0NrpSgLdtA8XxFZT0OzhFTHMoC.jpg,"['CU', 'JP', 'MX', 'ES', 'US']",2010-11-12,"['Agencia SHA', 'Entertainmex', 'Fondo para la Producción Cinematográfica de Calidad']"
2469,Mouchak,1974,131.0,"Comedy,Drama,Romance","Mrinal Banerjee (\N, \N)","Arabinda Mukhopadhyay (1919, 2016)",,8.0,454,False,,bn,A newly appointed good-looking officer catches the eyes of the fathers of would-be-brides. But he has some other plans.,,['IN'],1974-01-10,['Protima Pictures']
2470,Faites le mur!,2010,87.0,"Comedy,Crime,Documentary",,"Banksy (\N, \N)",,7.9,69985,False,/yGtoR1fi3e2xU7N91cb2DKJjtyL.jpg,en,"Banksy is a graffiti artist with a global reputation whose work can be seen on walls from post-hurricane New Orleans to the separation barrier on the Palestinian West Bank. Fiercely guarding his anonymity to avoid prosecution, Banksy has so far resisted all attempts to be captured on film. Exit Through the Gift Shop tells the incredible true story of how an eccentric French shop keeper turned documentary maker attempted to locate and befriend Banksy, only to have the artist turn the camera back on its owner.",/y6HK3PeQNeNLyruwtpCmV3TWuUx.jpg,"['GB', 'US']",2010-03-05,"['Oscilloscope', 'Paranoid Pictures', 'KEO Films']"
2471,J'ai Rencontré le Diable,2010,144.0,"Action,Thriller","San-ha Oh (\N, \N)","Kim Jee-woon (1964, \N)",,7.8,156355,False,/ylqOWMU3nyZqg8hjJBG4EPdsGSk.jpg,ko,"Kyung-Chul is a dangerous psychopath who kills for pleasure. Soo-Hyun, a top-secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take vengeance against the killer, even if it means that he must become a monster himself.",/zp5NrmYp80axIGiEiYPmm1CW6uH.jpg,['KR'],2010-08-12,"['Softbank Ventures', 'Peppermint&company', 'Siz Entertainment', 'Finecut', 'Michigan Venture Capital', 'CJ Entertainment', 'Showbox']"
2472,Natarang,2010,127.0,Drama,,"Ravi Jadhav (1966, \N)",,8.5,2359,False,,en,"Guna is a village labourer in the hinterlands of Maharashtra. Holding a passion for the 'tamasha' theatre shows, he decides to start his own troupe. Instead of the prestigious role of the king he always dreamed of, he ends up having to play a 'nachya', an effeminate, homosexual man. He goes ahead with the decision, which forever changes him and his family, as he ends up torn between his artistic passion and his societal prestige.",/Aj4FQmnABL5GTl4hHW1tF3uZWjs.jpg,['IN'],2010-01-01,['Zee Talkies']
2473,Yüregine Sor,2010,115.0,"Drama,Romance",,"Yusuf Kurçenli (1947, 2012)",,8.0,10007,False,,tr,"A love affair threatened by a barrier as great as itself... Can differences of faith stand in the way of an innocent love affair? Two young people, Esma and Mustafa, fall in love. For them, the future only has meaning if they are together. Failing this, life is meaningless. However, overhanging their love is a barrier unique to the period and location: Mustafa is a clandestine Christian, when everyone including Esma thinks he is Muslim. In the meantime, the Ottoman Empire introduces a series of reforms giving Christians the same rights as Muslims. From this point on, the Church urges secret Christians to reveal their faith. This poses a dilemma for Mustafa: he is caught between his love and the Church.",/A9tQvXDDtxsL6tOUu0aAjCxNBAu.jpg,['TR'],2010-03-12,[]
2474,Mr. Landsbergis,2021,246.0,"Biography,Documentary,History",,"Sergey Loznitsa (1964, \N)",,8.4,299,False,/qziPMIryeP0DmhBmEY3KG2mFPY2.jpg,lt,"This film about the Baltic nation of Lithuania from 1989 to 1991, when it broke away from the Soviet Union. This period of peaceful protests involving lots of singing came to be known as the ""singing revolution.""",/soYDTqQtJkLMZWAV8DqrFoxlS6E.jpg,"['LT', 'NL']",2021-11-20,"['Studio Uljana Kim', 'Atoms & Void', 'Current Time TV']"
2475,The Arbit Documentation of An Amphibian Hunt: Aavasavyuham,2022,115.0,Thriller,"Nikhil Prabhakar (\N, \N), Sanoop Padaveedan (\N, \N), Mdr (\N, \N), Eldose Jacob (\N, \N), Sajan K. Mathew (\N, \N), Kalesh Kannattu (\N, \N)","Krishand (\N, \N)",,7.8,657,False,/ppNK8ag9UzI1kkoUiaj4WDl5nvp.jpg,ml,"The fragile ecosystem of ‘Puthuyvype’ a small island in Kochi, the exotic migration of birds to the mangroves, the fisherman and the impending danger from a petroleum company has contributed to Joy’s metamorphosis. Locals recall in a tale mixed with myth, divinity and disturbing ecological disruptions 'Joy' may not be just an ordinary man",/j8K518nNnuBrnBVtKScVxyVSvjM.jpg,['IN'],2022-03-19,[]
2476,Le casse du siècle,2015,130.0,"Biography,Comedy,Drama","Harold Gervais (\N, \N), Maria Frangos (\N, \N)","Adam McKay (1968, \N)",,7.8,511224,False,/i7UCf0ysjbYYaqcSKUox9BJz4Kp.jpg,en,The men who made millions from a global economic meltdown.,/isuQWbJPbjybBEWdcCaBUPmU0XO.jpg,['US'],2015-12-11,"['Plan B Entertainment', 'Paramount', 'Regency Enterprises']"
2477,Aparajito,2022,138.0,"Biography,Drama,Family","Ayushmaan Mukherjee (\N, \N), Haro Kumar Gupta (\N, \N)","Anik Datta (\N, \N)",,8.8,5507,False,/jjEhDIRdosRKFd5gmvYuE2xoGab.jpg,bn,A young filmmaker prepares for the debut of his first feature film.,/1ut3XJUxQEus4B57TQ5wZHiXgN6.jpg,['IN'],2022-05-13,['Friends Communication']
2478,Phil Ochs: There But for Fortune,2010,96.0,"Biography,Documentary,History","Lola Cohen (\N, \N)","Kenneth Bowser (1951, \N)","Michael Ochs (1943, \N)",7.8,433,False,/wfYgdI6YXQpOmkeHOrcqKu08Ccn.jpg,en,"From civil rights to the anti-war movement to the struggles of workers, folksinger Phil Ochs wrote topical songs that engaged his audiences in the issues of the 1960s and 70s. In this biographical documentary, veteran director Kenneth Bowser shows how Phil's music and his fascinating life story and eventual decline into depression and suicide were intertwined with the history-making events that defined a generation. Even as his contemporaries moved into folk-rock and pop music, Phil followed his own vision, challenging himself and his listeners. Not one to pull punches, Ochs never achieved the commercial success he desperately desired. But his music remains relevant, reaching new audiences in a generation that finds his themes all too familiar.",/2Y15JDYEvvhmnEJb7i1KzFJreEU.jpg,['US'],2011-01-05,"['Barking Dog Productions', 'S2BN Films']"
2479,The Rebellious Life of Mrs. Rosa Parks,2022,96.0,Documentary,,"Yoruba Richen (\N, \N), Johanna Hamilton (\N, \N)","Christalyn Hampton (\N, \N)",7.8,157,False,/2ZV6c3Fhf38GmUregNf7ArOhCGp.jpg,en,"Beyond her historic role in the Montgomery Bus Boycott, this comprehensive dive into Civil Rights icon Rosa Parks sheds light on her extensive organizing, radical politics, and lifelong dedication to activism.",/c9vCEmiM4zP0hQerA4fUbpBd4YR.jpg,['US'],2022-06-16,"[""SO'B Productions""]"
2480,Aa Naluguru,2004,141.0,Drama,"Jenny (\N, \N), Apoorva (\N, \N), Annapoorna (\N, \N), Giridhar (\N, \N), Annapurna (\N, \N)","Chandra Siddhartha (\N, \N)",,8.6,4221,False,,te,"This film is a tale of a willing loser, a good everyday guy who constantly sticks to his principles, fails, and finally takes a drastic step when his family urges him to sacrifice everything he stands for,to give his children what they want.",/wDaJEVkKpgARsBnaR15M3ovzoPg.jpg,['IN'],2004-12-09,[]
2481,Amour,2012,127.0,Drama,"Alexandre Tharaud (1968, \N)","Michael Haneke (1942, \N)",,7.9,108294,False,/w7Z4BVMin49voNN61IUWyN9DopV.jpg,fr,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",/yq8hSg68QcfqKim9iydrVe4ndX3.jpg,"['FR', 'AT', 'DE']",2012-09-20,"['wega film vienna', 'Les Films du Losange', 'X Filme Creative Pool']"
2482,Prasthanam,2010,153.0,"Action,Drama","Dil Ramesh (\N, \N)","Deva Katta (\N, \N)",,8.3,3532,False,,te,"Chinna, a young man, hates Mitra, his stepbrother, who is loyal and obedient to Loki, their father, who gives him preference in politics. Chinna finds different ways to exact revenge from Mitra.",,['IN'],2010-04-16,[]
2483,Leonard Cohen: Live at the Isle of Wight 1970,2009,64.0,"Documentary,Music",,"Murray Lerner (1927, 2017)",,8.3,160,False,/6eHVWnTnxQkaEs6QxuFSxNC6fld.jpg,en,"Forty summers ago on a windswept island just off England's southern coastline, a young Canadian folksinger-songwriter-poet-novelist named Leonard Cohen delivered the performance of a lifetime.",/mPzvUAWAbtqgm5e10LtKThr5Ccf.jpg,"['GB', 'US']",2009-08-09,[]
